FIELD_Country,lat,lon,FIELD_name,FIELD_County,FIELD_plantingSeason,FIELD_pipeline,FIELD_year,commercialName,createdBrand,OBS_code,OBS_numValue,REP_repetitionNumber,QC_Flag,OBS_growthStage,protocolType,protocolTitle,createdTechnology,trait
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210VT3P,DEKALB,SF9,0,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210RR2,DEKALB,SF9_SUB,0,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210RR2,DEKALB,SF9,0,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210VT3P,DEKALB,HZ9_SUB,0,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,NK979VIP3,NA,DSSFN,0,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VIP3,spod_veg
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,NK979VIP3,NA,SF9_SUB,0,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VIP3,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210RR2,DEKALB,DAEAR_SUB,0,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210VT3P,DEKALB,SF9_SUB,0,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210VT3P,DEKALB,DAEAR_SUB,0,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,NK979VIP3,NA,HZ9_SUB,0,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VIP3,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,NK979VIP3,NA,DSSFP,0,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VIP3,spod_veg
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,NK979VIP3,NA,DAEAR_SUB,0,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VIP3,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210VT3P,DEKALB,HZ9_SUB,3,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,1,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210VT3P,DEKALB,DSSFN,2,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_veg
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,NK979VIP3,NA,HZ9,0,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VIP3,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210VT3P,DEKALB,HZ9_SUB,4,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,0,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210VT3P,DEKALB,HZ9,1.4,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210RR2,DEKALB,DSSFN,12,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_veg
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210VT3P,DEKALB,HZ9_SUB,1,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210VT3P,DEKALB,DSSFP,10,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_veg
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210VT3P,DEKALB,DAEAR,0,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210RR2,DEKALB,DSSFP,60,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_veg
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210VT3P,DEKALB,DSSFN,1,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_veg
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210VT3P,DEKALB,HZ9_SUB,2,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,NK979VIP3,NA,DAEAR,0,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VIP3,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,3,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210RR2,DEKALB,DSSFP,50,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_veg
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,NK979VIP3,NA,SF9,0,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VIP3,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210RR2,DEKALB,HZ9,1.1,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,2,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210RR2,DEKALB,DSSFP,80,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_veg
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210VT3P,DEKALB,DSSFN,0,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_veg
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210RR2,DEKALB,DSSFN,16,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_veg
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210RR2,DEKALB,DAEAR,0,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,5,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,4,1,NA,R3,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210RR2,DEKALB,DSSFN,10,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_veg
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210VT3P,DEKALB,DSSFP,5,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_veg
Uruguay,-32.5721048,-57.747779800000004,ORODR3_YOUNG_IANSTOSKY_EARLY_F21,Rio Negro,2021,South,2021,DK7210VT3P,DEKALB,DSSFP,0,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_veg
Argentina,-33.1323184,-65.2758875,GGBLAN_PUNILLA_CODUTI_F,La Capital,2021,South,2021,DK7210RR2,DEKALB,DAEAR_SUB,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-33.1323184,-65.2758875,GGBLAN_PUNILLA_CODUTI_F,La Capital,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,1,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-33.1323184,-65.2758875,GGBLAN_PUNILLA_CODUTI_F,La Capital,2021,South,2021,DK7210RR2,DEKALB,HZ9,0.3,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-33.1323184,-65.2758875,GGBLAN_PUNILLA_CODUTI_F,La Capital,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-33.1323184,-65.2758875,GGBLAN_PUNILLA_CODUTI_F,La Capital,2021,South,2021,DK7210RR2,DEKALB,SF9_SUB,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-33.1323184,-65.2758875,GGBLAN_PUNILLA_CODUTI_F,La Capital,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,2,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-33.1323184,-65.2758875,GGBLAN_PUNILLA_CODUTI_F,La Capital,2021,South,2021,DK7210RR2,DEKALB,SF9,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-33.1323184,-65.2758875,GGBLAN_PUNILLA_CODUTI_F,La Capital,2021,South,2021,DK7210RR2,DEKALB,DAEAR,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-33.1323184,-65.2758875,GGBLAN_PUNILLA_CODUTI_F,La Capital,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,1.5,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7330VTPRO4,NA,SF9_SUB,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_rep
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,NEXT258PWU,BREVANT,SF9_SUB,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PWU,spod_rep
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7210RR2,DEKALB,SF9_SUB,1,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7210PRO4,NA,DSSFN,0,1,NA,V5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_veg
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7330TRE,NA,SF9_SUB,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,TRE,spod_rep
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7210RR2,DEKALB,SF9_SUB,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,SYN126VIP3,SYNGENTA,SF9_SUB,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VIP3,spod_rep
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7330VT3P,NA,SF9_SUB,1,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,P2089VYHR,PIONEER,SF9_SUB,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VYHR,spod_rep
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7210PRO4,NA,SF9_SUB,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_rep
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7210RR2,DEKALB,SF9_SUB,2,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7330VT3P,NA,SF9_SUB,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7330VT3P,NA,DSSFN,2,1,NA,V5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_veg
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7210RR2,DEKALB,DSSFP,40,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_veg
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,P2089VYHR,PIONEER,DSSFP,0,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VYHR,spod_veg
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7330VTPRO4,NA,DSSFP,0,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_veg
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7330VT3P,NA,DSSFP,10,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_veg
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,SYN126VIP3,SYNGENTA,DSSFN,0,1,NA,V5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VIP3,spod_veg
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,NEXT258PWU,BREVANT,DSSFP,0,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PWU,spod_veg
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,SYN126VIP3,SYNGENTA,DSSFP,0,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VIP3,spod_veg
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7330VT3P,NA,DSSFP,5,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_veg
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7330VT3P,NA,DSSFN,1,1,NA,V5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_veg
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7210RR2,DEKALB,DSSFN,5,1,NA,V5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_veg
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,NEXT258PWU,BREVANT,DSSFN,0,1,NA,V5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PWU,spod_veg
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7330TRE,NA,DSSFN,0,1,NA,V5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,TRE,spod_veg
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,P2089VYHR,PIONEER,DSSFN,0,1,NA,V5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VYHR,spod_veg
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7210PRO4,NA,DSSFP,0,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_veg
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7210RR2,DEKALB,DSSFP,25,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_veg
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7330TRE,NA,DSSFP,0,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,TRE,spod_veg
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7330VT3P,NA,SF9,0.2,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,NEXT258PWU,BREVANT,SF9,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PWU,spod_rep
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7210PRO4,NA,SF9,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_rep
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7330TRE,NA,SF9,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,TRE,spod_rep
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,SYN126VIP3,SYNGENTA,SF9,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VIP3,spod_rep
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7330VTPRO4,NA,SF9,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_rep
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7210RR2,DEKALB,SF9,0.4,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7330VTPRO4,NA,DSSFN,0,1,NA,V5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_veg
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,P2089VYHR,PIONEER,SF9,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VYHR,spod_rep
Argentina,-26.8002858,-64.833498,SRUIZ_PARDO_LAVIRGINIA_M22,Burruyacu,2021,North,2021,DK7210RR2,DEKALB,DSSFN,8,1,NA,V5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_veg
Argentina,-31.824384922711,-63.625338704489,DBORE_IMPIRA_AIMAR_LATE_F,Rio Segundo,2021,South,2021,NK979VIP3,NA,HZ9_SUB,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VIP3,spod_rep
Argentina,-31.824384922711,-63.625338704489,DBORE_IMPIRA_AIMAR_LATE_F,Rio Segundo,2021,South,2021,DK7210PRO4,NA,HZ9_SUB,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_rep
Argentina,-31.824384922711,-63.625338704489,DBORE_IMPIRA_AIMAR_LATE_F,Rio Segundo,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,2,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-31.824384922711,-63.625338704489,DBORE_IMPIRA_AIMAR_LATE_F,Rio Segundo,2021,South,2021,DK7330VT3P,NA,HZ9_SUB,3,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Argentina,-31.824384922711,-63.625338704489,DBORE_IMPIRA_AIMAR_LATE_F,Rio Segundo,2021,South,2021,DK7330VT3P,NA,HZ9_SUB,2,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Argentina,-31.824384922711,-63.625338704489,DBORE_IMPIRA_AIMAR_LATE_F,Rio Segundo,2021,South,2021,P1815VYHR,PIONEER,HZ9_SUB,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VYHR,spod_rep
Argentina,-31.824384922711,-63.625338704489,DBORE_IMPIRA_AIMAR_LATE_F,Rio Segundo,2021,South,2021,DK7330VT3P,NA,HZ9_SUB,1,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Argentina,-31.824384922711,-63.625338704489,DBORE_IMPIRA_AIMAR_LATE_F,Rio Segundo,2021,South,2021,NEXT226PWU,NA,HZ9_SUB,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PWU,spod_rep
Argentina,-31.824384922711,-63.625338704489,DBORE_IMPIRA_AIMAR_LATE_F,Rio Segundo,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,3,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-31.824384922711,-63.625338704489,DBORE_IMPIRA_AIMAR_LATE_F,Rio Segundo,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,1,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-31.824384922711,-63.625338704489,DBORE_IMPIRA_AIMAR_LATE_F,Rio Segundo,2021,South,2021,DK7210PRO4,NA,HZ9,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_rep
Argentina,-31.824384922711,-63.625338704489,DBORE_IMPIRA_AIMAR_LATE_F,Rio Segundo,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,4,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-31.824384922711,-63.625338704489,DBORE_IMPIRA_AIMAR_LATE_F,Rio Segundo,2021,South,2021,DK7330VT3P,NA,HZ9,1.9,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Argentina,-31.824384922711,-63.625338704489,DBORE_IMPIRA_AIMAR_LATE_F,Rio Segundo,2021,South,2021,NK979VIP3,NA,HZ9,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VIP3,spod_rep
Argentina,-31.824384922711,-63.625338704489,DBORE_IMPIRA_AIMAR_LATE_F,Rio Segundo,2021,South,2021,DK7210RR2,DEKALB,HZ9,2.3,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
